Indicators,Period,State,Gender,Age ,Data Source,Program Area,Values
Neonatal mortality rate (per 1000 live births),1969,National,All,All,World Bank,Child Mortality,155
Neonatal mortality rate (per 1000 live births),1970,National,All,All,World Bank,Child Mortality,198
Neonatal mortality rate (per 1000 live births),1971,National,All,All,World Bank,Child Mortality,120
Neonatal mortality rate (per 1000 live births),1972,National,All,All,World Bank,Child Mortality,121
Neonatal mortality rate (per 1000 live births),1973,National,All,All,World Bank,Child Mortality,175
Neonatal mortality rate (per 1000 live births),1974,National,All,All,World Bank,Child Mortality,223
Neonatal mortality rate (per 1000 live births),1975,National,All,All,World Bank,Child Mortality,10
Neonatal mortality rate (per 1000 live births),1976,National,All,All,World Bank,Child Mortality,12
Neonatal mortality rate (per 1000 live births),1977,National,All,All,World Bank,Child Mortality,124
Neonatal mortality rate (per 1000 live births),1978,National,All,All,World Bank,Child Mortality,56
Neonatal mortality rate (per 1000 live births),1979,National,All,All,World Bank,Child Mortality,125
Neonatal mortality rate (per 1000 live births),1980,National,All,All,World Bank,Child Mortality,83
Neonatal mortality rate (per 1000 live births),1984,National,All,All,World Bank,Child Mortality,73
Neonatal mortality rate (per 1000 live births),1985,National,All,All,World Bank,Child Mortality,43
Neonatal mortality rate (per 1000 live births),1986,National,All,All,World Bank,Child Mortality,141
Neonatal mortality rate (per 1000 live births),1987,National,All,All,World Bank,Child Mortality,13
Neonatal mortality rate (per 1000 live births),1988,National,All,All,World Bank,Child Mortality,152
Neonatal mortality rate (per 1000 live births),1989,National,All,All,World Bank,Child Mortality,197
Neonatal mortality rate (per 1000 live births),1990,National,All,All,World Bank,Child Mortality,81
Neonatal mortality rate (per 1000 live births),1991,National,All,All,World Bank,Child Mortality,86
Neonatal mortality rate (per 1000 live births),1992,National,All,All,World Bank,Child Mortality,133
Neonatal mortality rate (per 1000 live births),1993,National,All,All,World Bank,Child Mortality,110
Neonatal mortality rate (per 1000 live births),1994,National,All,All,World Bank,Child Mortality,10
Neonatal mortality rate (per 1000 live births),1995,National,All,All,World Bank,Child Mortality,176
Neonatal mortality rate (per 1000 live births),1996,National,All,All,World Bank,Child Mortality,33
Neonatal mortality rate (per 1000 live births),1997,National,All,All,World Bank,Child Mortality,168
Neonatal mortality rate (per 1000 live births),1998,National,All,All,World Bank,Child Mortality,193
Neonatal mortality rate (per 1000 live births),1999,National,All,All,World Bank,Child Mortality,11
Neonatal mortality rate (per 1000 live births),2000,National,All,All,World Bank,Child Mortality,39
Neonatal mortality rate (per 1000 live births),2001,National,All,All,World Bank,Child Mortality,166
Neonatal mortality rate (per 1000 live births),2002,National,All,All,World Bank,Child Mortality,214
Neonatal mortality rate (per 1000 live births),2003,National,All,All,World Bank,Child Mortality,11
Neonatal mortality rate (per 1000 live births),2004,National,All,All,World Bank,Child Mortality,26
Neonatal mortality rate (per 1000 live births),2005,National,All,All,World Bank,Child Mortality,21
Neonatal mortality rate (per 1000 live births),2006,National,All,All,World Bank,Child Mortality,77
Neonatal mortality rate (per 1000 live births),2007,National,All,All,World Bank,Child Mortality,156
Neonatal mortality rate (per 1000 live births),2008,National,All,All,World Bank,Child Mortality,19
Neonatal mortality rate (per 1000 live births),2010,National,All,All,World Bank,Child Mortality,67
Neonatal mortality rate (per 1000 live births),2011,National,All,All,World Bank,Child Mortality,168
Neonatal mortality rate (per 1000 live births),2012,National,All,All,World Bank,Child Mortality,170
Neonatal mortality rate (per 1000 live births),2013,National,All,All,World Bank,Child Mortality,49
Neonatal mortality rate (per 1000 live births),2014,National,All,All,World Bank,Child Mortality,58
Neonatal mortality rate (per 1000 live births),2015,National,All,All,World Bank,Child Mortality,233
Neonatal mortality rate (per 1000 live births),2016,National,All,All,World Bank,Child Mortality,118
Neonatal mortality rate (per 1000 live births),2017,National,All,All,World Bank,Child Mortality,87
Neonatal mortality rate (per 1000 live births),2018,National,All,All,World Bank,Child Mortality,211
Percentage of children under 6 months who were exclusively breastfed,2003,National,All,All,World Bank,RMNCH+N,23
Percentage of children under 6 months who were exclusively breastfed,2017,National,All,All,World Bank,RMNCH+N,182
Percentage of children with diarrhoea who received treatment,1990,National,All,All,World Bank,RMNCH+N,224
Percentage of children with diarrhoea who received treatment,1999,National,All,All,World Bank,RMNCH+N,204
Prevalence of HIV,1990,National,All,All,World Bank,HIV,234
Prevalence of HIV,1991,National,All,All,World Bank,HIV,35
Prevalence of HIV,1992,National,All,All,World Bank,HIV,58
Prevalence of HIV,1993,National,All,All,World Bank,HIV,138
Prevalence of HIV,1994,National,All,All,World Bank,HIV,30
Prevalence of HIV,1995,National,All,All,World Bank,HIV,145
Prevalence of HIV,1996,National,All,All,World Bank,HIV,23
Prevalence of HIV,1997,National,All,All,World Bank,HIV,161
Prevalence of HIV,1998,National,All,All,World Bank,HIV,223
Prevalence of HIV,1999,National,All,All,World Bank,HIV,141
Prevalence of HIV,2000,National,All,All,World Bank,HIV,154
Prevalence of HIV,2001,National,All,All,World Bank,HIV,240
Prevalence of HIV,2002,National,All,All,World Bank,HIV,239
Prevalence of HIV,2003,National,All,All,World Bank,HIV,82
Prevalence of HIV,2004,National,All,All,World Bank,HIV,46
Prevalence of HIV,2005,National,All,All,World Bank,HIV,114
Prevalence of HIV,2006,National,All,All,World Bank,HIV,103
Prevalence of HIV,2007,National,All,All,World Bank,HIV,154
Prevalence of HIV,2008,National,All,All,World Bank,HIV,116
Prevalence of HIV,2009,National,All,All,World Bank,HIV,228
Prevalence of HIV,2010,National,All,All,World Bank,HIV,118
Prevalence of HIV,2011,National,All,All,World Bank,HIV,79
Prevalence of HIV,2012,National,All,All,World Bank,HIV,202
Prevalence of HIV,2013,National,All,All,World Bank,HIV,163
Prevalence of HIV,2014,National,All,All,World Bank,HIV,207
Prevalence of HIV,2015,National,All,All,World Bank,HIV,120
Prevalence of HIV,2016,National,All,All,World Bank,HIV,131
Prevalence of HIV,2017,National,All,All,World Bank,HIV,154
Prevalence of HIV,2018,National,All,All,World Bank,HIV,121
Skilled attendance at delivery or birth,2017,National,All,All,World Bank,RMNCH+N,69
Total fertility rate,2015,National,All,All,World Bank,RMNCH+N,121
Total fertility rate,2016,National,All,All,World Bank,RMNCH+N,43
Total fertility rate,2017,National,All,All,World Bank,RMNCH+N,139
Under 5 Mortality rate,1964,National,All,All,World Bank,Child Mortality,21
Under 5 Mortality rate,1965,National,All,All,World Bank,Child Mortality,176
Under 5 Mortality rate,1966,National,All,All,World Bank,Child Mortality,155
Under 5 Mortality rate,1967,National,All,All,World Bank,Child Mortality,96
Under 5 Mortality rate,1968,National,All,All,World Bank,Child Mortality,122
Under 5 Mortality rate,1969,National,All,All,World Bank,Child Mortality,30
Under 5 Mortality rate,1970,National,All,All,World Bank,Child Mortality,70
Under 5 Mortality rate,1971,National,All,All,World Bank,Child Mortality,184
Under 5 Mortality rate,1972,National,All,All,World Bank,Child Mortality,117
Under 5 Mortality rate,1973,National,All,All,World Bank,Child Mortality,231
Under 5 Mortality rate,1974,National,All,All,World Bank,Child Mortality,13
Under 5 Mortality rate,1975,National,All,All,World Bank,Child Mortality,70
Under 5 Mortality rate,1977,National,All,All,World Bank,Child Mortality,199
Under 5 Mortality rate,1978,National,All,All,World Bank,Child Mortality,94
Under 5 Mortality rate,1979,National,All,All,World Bank,Child Mortality,201
Under 5 Mortality rate,1980,National,All,All,World Bank,Child Mortality,149
Under 5 Mortality rate,1981,National,All,All,World Bank,Child Mortality,189
Under 5 Mortality rate,1982,National,All,All,World Bank,Child Mortality,24
Under 5 Mortality rate,1983,National,All,All,World Bank,Child Mortality,139
Under 5 Mortality rate,1984,National,All,All,World Bank,Child Mortality,83
Under 5 Mortality rate,1985,National,All,All,World Bank,Child Mortality,125
Under 5 Mortality rate,1986,National,All,All,World Bank,Child Mortality,178
Under 5 Mortality rate,1987,National,All,All,World Bank,Child Mortality,169
Under 5 Mortality rate,1988,National,All,All,World Bank,Child Mortality,169
Under 5 Mortality rate,1989,National,All,All,World Bank,Child Mortality,241
Under 5 Mortality rate,1990,National,All,All,World Bank,Child Mortality,151
Under 5 Mortality rate,1991,National,All,All,World Bank,Child Mortality,116
Under 5 Mortality rate,1992,National,All,All,World Bank,Child Mortality,172
Under 5 Mortality rate,1993,National,All,All,World Bank,Child Mortality,57
ANC Coverage (at least 1 visit),2018,North-Central,All,All,NDHS,RMNCH+N,92
ANC Coverage (at least 1 visit),2018,North-East,All,All,NDHS,RMNCH+N,119
ANC Coverage (at least 1 visit),2018,North-West,All,All,NDHS,RMNCH+N,146
ANC Coverage (at least 1 visit),2018,South-East,All,All,NDHS,RMNCH+N,241
ANC Coverage (at least 1 visit),2018,South-South,All,All,NDHS,RMNCH+N,213
ANC Coverage (at least 1 visit),2018,South-West,All,All,NDHS,RMNCH+N,154
Infant Mortality rate,2018,North-Central,All,All,NDHS,Child Mortality,181
Infant Mortality rate,2018,North-East,All,All,NDHS,Child Mortality,159
Infant Mortality rate,2018,North-West,All,All,NDHS,Child Mortality,215
Infant Mortality rate,2018,South-East,All,All,NDHS,Child Mortality,17
Infant Mortality rate,2018,South-South,All,All,NDHS,Child Mortality,59
Infant Mortality rate,2018,South-West,All,All,NDHS,Child Mortality,121
Neonatal mortality rate (per 1000 live births),2018,North-Central,All,All,NDHS,Child Mortality,53
Neonatal mortality rate (per 1000 live births),2018,North-East,All,All,NDHS,Child Mortality,20
Neonatal mortality rate (per 1000 live births),2018,North-West,All,All,NDHS,Child Mortality,137
Neonatal mortality rate (per 1000 live births),2018,South-East,All,All,NDHS,Child Mortality,118
Neonatal mortality rate (per 1000 live births),2018,South-South,All,All,NDHS,Child Mortality,45
Neonatal mortality rate (per 1000 live births),2018,South-West,All,All,NDHS,Child Mortality,17
Under 5 Mortality rate,2018,North-Central,All,All,NDHS,Child Mortality,106
Under 5 Mortality rate,2018,North-East,All,All,NDHS,Child Mortality,150
Under 5 Mortality rate,2018,North-West,All,All,NDHS,Child Mortality,74
Under 5 Mortality rate,2018,South-East,All,All,NDHS,Child Mortality,199
Under 5 Mortality rate,2018,South-South,All,All,NDHS,Child Mortality,23
Under 5 Mortality rate,2018,South-West,All,All,NDHS,Child Mortality,222
Total fertility rate,2018,North-Central,All,All,NDHS,RMNCH+N,220
Total fertility rate,2018,North-East,All,All,NDHS,RMNCH+N,179
Total fertility rate,2018,North-West,All,All,NDHS,RMNCH+N,152
Total fertility rate,2018,South-East,All,All,NDHS,RMNCH+N,131
Total fertility rate,2018,South-South,All,All,NDHS,RMNCH+N,102
Total fertility rate,2018,South-West,All,All,NDHS,RMNCH+N,213
ANC Coverage (4 visits),2019,Anambra,All,All,NHMIS,RMNCH+N,49
ANC Coverage (4 visits),2019,Abia,All,All,NHMIS,RMNCH+N,186
ANC Coverage (4 visits),2019,Adamawa,All,All,NHMIS,RMNCH+N,134
ANC Coverage (4 visits),2019,Akwa Ibom,All,All,NHMIS,RMNCH+N,168
ANC Coverage (4 visits),2019,Bauchi,All,All,NHMIS,RMNCH+N,197
ANC Coverage (4 visits),2019,Benue,All,All,NHMIS,RMNCH+N,67
ANC Coverage (4 visits),2019,Borno,All,All,NHMIS,RMNCH+N,133
ANC Coverage (4 visits),2019,Bayelsa,All,All,NHMIS,RMNCH+N,161
ANC Coverage (4 visits),2019,Cross River,All,All,NHMIS,RMNCH+N,144
ANC Coverage (4 visits),2019,Delta,All,All,NHMIS,RMNCH+N,207
ANC Coverage (4 visits),2019,Ebonyi,All,All,NHMIS,RMNCH+N,208
ANC Coverage (4 visits),2019,Edo,All,All,NHMIS,RMNCH+N,89
ANC Coverage (4 visits),2019,Ekiti,All,All,NHMIS,RMNCH+N,33
ANC Coverage (4 visits),2019,Enugu,All,All,NHMIS,RMNCH+N,137
ANC Coverage (4 visits),2019,FCT,All,All,NHMIS,RMNCH+N,124
ANC Coverage (4 visits),2019,Gombe,All,All,NHMIS,RMNCH+N,71
ANC Coverage (4 visits),2019,Imo,All,All,NHMIS,RMNCH+N,107
ANC Coverage (4 visits),2019,Jigawa,All,All,NHMIS,RMNCH+N,84
ANC Coverage (4 visits),2019,Kaduna,All,All,NHMIS,RMNCH+N,67
ANC Coverage (4 visits),2019,Kebbi,All,All,NHMIS,RMNCH+N,67
ANC Coverage (4 visits),2019,Kano,All,All,NHMIS,RMNCH+N,152
ANC Coverage (4 visits),2019,Kogi,All,All,NHMIS,RMNCH+N,106
ANC Coverage (4 visits),2019,Katsina,All,All,NHMIS,RMNCH+N,132
ANC Coverage (4 visits),2019,Kwara,All,All,NHMIS,RMNCH+N,105
ANC Coverage (4 visits),2019,Lagos,All,All,NHMIS,RMNCH+N,248
ANC Coverage (4 visits),2019,Nasarawa,All,All,NHMIS,RMNCH+N,27
ANC Coverage (4 visits),2019,National,All,All,NHMIS,RMNCH+N,135
ANC Coverage (4 visits),2019,Niger,All,All,NHMIS,RMNCH+N,116
ANC Coverage (4 visits),2019,Ogun,All,All,NHMIS,RMNCH+N,32
ANC Coverage (4 visits),2019,Ondo,All,All,NHMIS,RMNCH+N,226
ANC Coverage (4 visits),2019,Osun,All,All,NHMIS,RMNCH+N,240
ANC Coverage (4 visits),2019,Oyo,All,All,NHMIS,RMNCH+N,163
ANC Coverage (4 visits),2019,Plateau,All,All,NHMIS,RMNCH+N,210
ANC Coverage (4 visits),2019,Rivers,All,All,NHMIS,RMNCH+N,82
ANC Coverage (4 visits),2019,Sokoto,All,All,NHMIS,RMNCH+N,193
ANC Coverage (4 visits),2019,Taraba,All,All,NHMIS,RMNCH+N,167
ANC Coverage (4 visits),2019,Yobe,All,All,NHMIS,RMNCH+N,80
ANC Coverage (4 visits),2019,Zamfara,All,All,NHMIS,RMNCH+N,247
ANC Coverage (at least 1 visit),2019,Anambra,All,All,NHMIS,RMNCH+N,12
ANC Coverage (at least 1 visit),2019,Abia,All,All,NHMIS,RMNCH+N,162
ANC Coverage (at least 1 visit),2019,Adamawa,All,All,NHMIS,RMNCH+N,18
ANC Coverage (at least 1 visit),2019,Akwa Ibom,All,All,NHMIS,RMNCH+N,239
ANC Coverage (at least 1 visit),2019,Bauchi,All,All,NHMIS,RMNCH+N,106
ANC Coverage (at least 1 visit),2019,Benue,All,All,NHMIS,RMNCH+N,240
ANC Coverage (at least 1 visit),2019,Borno,All,All,NHMIS,RMNCH+N,94
ANC Coverage (at least 1 visit),2019,Bayelsa,All,All,NHMIS,RMNCH+N,178
ANC Coverage (at least 1 visit),2019,Cross River,All,All,NHMIS,RMNCH+N,175
ANC Coverage (at least 1 visit),2019,Delta,All,All,NHMIS,RMNCH+N,104
ANC Coverage (at least 1 visit),2019,Ebonyi,All,All,NHMIS,RMNCH+N,216
ANC Coverage (at least 1 visit),2019,Edo,All,All,NHMIS,RMNCH+N,189
ANC Coverage (at least 1 visit),2019,Ekiti,All,All,NHMIS,RMNCH+N,249
ANC Coverage (at least 1 visit),2019,Enugu,All,All,NHMIS,RMNCH+N,44
ANC Coverage (at least 1 visit),2019,FCT,All,All,NHMIS,RMNCH+N,183
ANC Coverage (at least 1 visit),2019,Gombe,All,All,NHMIS,RMNCH+N,240
ANC Coverage (at least 1 visit),2019,Imo,All,All,NHMIS,RMNCH+N,111
ANC Coverage (at least 1 visit),2019,Jigawa,All,All,NHMIS,RMNCH+N,128
ANC Coverage (at least 1 visit),2019,Kaduna,All,All,NHMIS,RMNCH+N,182
ANC Coverage (at least 1 visit),2019,Kebbi,All,All,NHMIS,RMNCH+N,178
ANC Coverage (at least 1 visit),2019,Kano,All,All,NHMIS,RMNCH+N,211
ANC Coverage (at least 1 visit),2019,Kogi,All,All,NHMIS,RMNCH+N,21
ANC Coverage (at least 1 visit),2019,Katsina,All,All,NHMIS,RMNCH+N,248
ANC Coverage (at least 1 visit),2019,Kwara,All,All,NHMIS,RMNCH+N,186
ANC Coverage (at least 1 visit),2019,Lagos,All,All,NHMIS,RMNCH+N,18
ANC Coverage (at least 1 visit),2019,Nasarawa,All,All,NHMIS,RMNCH+N,45
ANC Coverage (at least 1 visit),2019,National,All,All,NHMIS,RMNCH+N,48
ANC Coverage (at least 1 visit),2019,Niger,All,All,NHMIS,RMNCH+N,155
ANC Coverage (at least 1 visit),2019,Ogun,All,All,NHMIS,RMNCH+N,182
ANC Coverage (at least 1 visit),2019,Ondo,All,All,NHMIS,RMNCH+N,103
ANC Coverage (at least 1 visit),2019,Osun,All,All,NHMIS,RMNCH+N,220
ANC Coverage (at least 1 visit),2019,Oyo,All,All,NHMIS,RMNCH+N,100
ANC Coverage (at least 1 visit),2019,Plateau,All,All,NHMIS,RMNCH+N,226
ANC Coverage (at least 1 visit),2019,Rivers,All,All,NHMIS,RMNCH+N,90
ANC Coverage (at least 1 visit),2019,Sokoto,All,All,NHMIS,RMNCH+N,122
ANC Coverage (at least 1 visit),2019,Taraba,All,All,NHMIS,RMNCH+N,199
ANC Coverage (at least 1 visit),2019,Yobe,All,All,NHMIS,RMNCH+N,87
ANC Coverage (at least 1 visit),2019,Zamfara,All,All,NHMIS,RMNCH+N,18
Contraceptive prevalence rate,2013,Bauchi,All,All,NHMIS,RMNCH+N,239
Contraceptive prevalence rate,2014,Niger,All,All,NHMIS,RMNCH+N,239
Contraceptive prevalence rate,2014,Cross River,All,All,NNHS,RMNCH+N,239
Contraceptive prevalence rate,2017,Bauchi,All,All,NHMIS,RMNCH+N,240
Contraceptive prevalence rate,2014,Akwa Ibom,All,All,NNHS,RMNCH+N,240
Contraceptive prevalence rate,2014,Borno,All,All,NNHS,RMNCH+N,241
Contraceptive prevalence rate,2019,Bauchi,All,All,NHMIS,RMNCH+N,241
